id country experiment theory score
144 32 11.000000000000002 15.6 26.6
145 32 3.8000000000000003 15.0 18.8
146 32 6.000000000000001 13.1 19.1
147 33 15.999999999999998 26.100000000000005 42.1
148 33 9.5 19.000000000000004 28.500000000000004
149 33 9.500000000000002 21.7 31.200000000000003
150 33 12.9 24.200000000000003 37.1
151 33 13.299999999999999 19.2 32.5
152 34 11.099999999999998 21.600000000000005 32.7
153 34 12.499999999999998 23.800000000000004 36.300000000000004
154 34 10.3 23.100000000000005 33.400000000000006
155 34 18.2 28.400000000000006 46.60000000000001
156 34 11.1 22.3 33.4
157 35 11.4 29.00000000000001 40.40000000000001
158 35 12.1 24.000000000000004 36.1
159 35 15.2 25.6 40.8
160 35 13.799999999999999 24.100000000000005 37.900000000000006
161 35 14.200000000000001 25.800000000000008 40.00000000000001
162 36 13.700000000000001 16.7 30.4
163 36 12.700000000000003 17.299999999999997 30.0
164 36 15.799999999999997 16.700000000000003 32.5
165 36 17.900000000000002 22.300000000000004 40.2
166 36 15.899999999999995 24.000000000000004 39.9
167 37 3.8000000000000003 7.300000000000001 11.100000000000001
168 37 2.8 8.000000000000002 10.8
169 37 9.0 17.0 26.0
170 37 1.7000000000000002 9.999999999999998 11.7
171 37 4.5 15.599999999999998 20.099999999999998
172 38 10.200000000000001 19.4 29.6
173 38 8.2 14.199999999999998 22.4
174 38 14.799999999999999 19.600000000000005 34.400000000000006
175 38 8.2 23.300000000000008 31.500000000000007
176 38 12.399999999999999 23.700000000000003 36.1
177 39 11.100000000000001 11.899999999999999 23.0
178 39 6.200000000000001 17.5 23.700000000000003
179 39 9.900000000000002 20.1 30.000000000000004
180 39 7.6 11.0 18.6
181 39 6.4 19.100000000000005 25.500000000000007
182 40 9.7 19.3 29.0
183 40 14.4 25.7 40.1
184 40 16.6 26.699999999999996 43.3
185 40 11.9 20.2 32.1
186 40 17.400000000000002 28.8 46.2
187 41 8.4 14.399999999999999 22.799999999999997
188 41 9.0 13.699999999999996 22.699999999999996
189 41 14.799999999999999 18.599999999999998 33.4
190 41 12.700000000000001 18.5 31.200000000000003
191 41 12.599999999999998 18.7 31.299999999999997
192 42 7.2 17.2 24.4
193 42 5.3 15.5 20.8
194 42 2.2 8.799999999999999 11.0
195 42 4.699999999999999 16.799999999999997 21.499999999999996
196 42 3.9 12.200000000000001 16.1
197 43 2.1 1.5 3.6
198 43 0.5 1.2999999999999998 1.7999999999999998
199 43 3.5999999999999996 11.899999999999997 15.499999999999996
200 43 2.7 2.5 5.2
201 43 2.4000000000000004 2.3 4.7
202 44 18.999999999999996 28.7 47.699999999999996
203 44 17.500000000000004 28.30000000000001 45.80000000000001
204 44 15.799999999999999 24.0 39.8
205 44 16.499999999999996 28.2 44.699999999999996
206 44 19.1 28.700000000000003 47.800000000000004
207 45 1.1 4.1 5.199999999999999
208 45 1.5999999999999999 13.900000000000002 15.500000000000002
209 45 1.2999999999999998 10.200000000000001 11.5
210 46 8.8 14.700000000000001 23.5
211 46 8.399999999999999 18.5 26.9
212 46 2.4000000000000004 10.700000000000001 13.100000000000001
213 46 5.2 10.6 15.8
214 46 6.0 6.9 12.9
215 47 5.199999999999999 18.099999999999998 23.299999999999997
216 47 16.2 24.200000000000003 40.400000000000006
217 47 9.000000000000002 15.8 24.800000000000004
218 47 5.6000000000000005 11.9 17.5
219 47 9.6 13.899999999999999 23.5
220 48 8.2 23.100000000000005 31.300000000000004
221 48 4.7 18.499999999999996 23.199999999999996
222 48 3.3000000000000003 14.9 18.2
223 48 4.3 7.699999999999999 12.0
224 48 4.9 14.2 19.1
225 49 10.299999999999999 20.500000000000004 30.800000000000004
226 49 8.2 19.000000000000004 27.200000000000003
227 49 2.1 15.200000000000001 17.3
228 49 6.0 16.700000000000003 22.700000000000003
229 49 4.9 17.799999999999997 22.699999999999996
230 50 8.899999999999999 14.399999999999997 23.299999999999997
231 50 9.099999999999998 23.1 32.2
232 50 3.9999999999999996 17.999999999999996 21.999999999999996
233 50 3.5999999999999996 8.8 12.4
234 50 3.6999999999999997 9.0 12.7
235 51 7.1000000000000005 13.499999999999998 20.599999999999998
236 51 3.8000000000000003 10.700000000000001 14.500000000000002
237 51 5.2 17.0 22.2
238 51 5.0 12.5 17.5
239 51 6.1 15.399999999999997 21.499999999999996
240 52 9.4 18.2 27.6
241 52 4.3 11.799999999999999 16.099999999999998
242 52 6.1 11.7 17.799999999999997
243 52 2.2 5.5 7.7
244 52 2.3000000000000003 9.399999999999999 11.7
245 53 2.6999999999999997 11.1 13.799999999999999
246 53 1.9000000000000001 5.4 7.300000000000001
247 53 1.4000000000000001 10.1 11.5
248 53 4.500000000000001 9.7 14.2
249 53 3.4 10.700000000000001 14.100000000000001
250 54 7.4 23.600000000000005 31.000000000000007
251 54 10.499999999999998 15.199999999999998 25.699999999999996
252 54 6.2 17.799999999999997 23.999999999999996
253 54 6.6 19.5 26.1
254 54 5.1000000000000005 7.2 12.3
255 55 4.7 18.299999999999997 22.999999999999996
256 55 3.3000000000000007 11.5 14.8
257 55 1.1 7.3 8.4
258 55 2.3000000000000003 8.3 10.600000000000001
259 55 2.3000000000000003 11.0 13.3
260 56 3.4000000000000004 14.999999999999998 18.4
261 56 1.4 5.6000000000000005 7.0
262 56 3.8000000000000003 10.399999999999999 14.2
263 56 0.6 4.300000000000001 4.9
264 56 0.0 0.0 0.0
265 57 8.9 22.2 31.1
266 57 6.100000000000001 15.799999999999999 21.9
267 57 4.0 16.9 20.9
268 57 4.9 15.399999999999999 20.299999999999997
269 57 4.3999999999999995 17.7 22.099999999999998
270 58 2.9 10.0 12.9
271 58 1.0 12.399999999999999 13.399999999999999
272 58 3.1 12.8 15.9
273 58 1.9999999999999998 6.5 8.5
274 58 6.9 7.9 14.8
275 59 4.3 13.6 17.9
276 59 4.6000000000000005 6.3999999999999995 11.0
277 59 4.4 7.099999999999998 11.499999999999998
278 59 1.8 15.8 17.6
279 59 4.0 9.499999999999998 13.499999999999998
280 60 3.500000000000001 15.9 19.400000000000002
281 60 2.3 12.9 15.2
282 60 2.0 10.1 12.1
283 60 1.7 11.000000000000002 12.700000000000001
284 60 1.5 7.5 9.0
285 61 8.299999999999999 15.999999999999996 24.299999999999997
286 61 9.100000000000001 15.399999999999999 24.5
287 61 15.9 22.1 38.0
288 61 5.300000000000001 6.400000000000001 11.700000000000003
289 61 6.5 20.8 27.3
290 62 4.800000000000001 13.299999999999999 18.1
291 62 5.300000000000001 13.1 18.4
292 62 3.5999999999999996 14.3 17.9
293 62 3.2 6.2 9.4
294 62 3.9999999999999996 8.4 12.4
295 63 2.2 15.3 17.5
296 63 0.2 1.6 1.8
297 63 0.9 3.3000000000000003 4.2
298 63 1.8 1.4000000000000001 3.2
299 63 1.9 2.4 4.3
300 64 15.999999999999998 27.6 43.6
301 64 10.8 23.199999999999996 34.0
302 64 10.100000000000001 27.3 37.400000000000006
303 64 9.600000000000001 24.500000000000007 34.10000000000001
304 64 14.399999999999997 25.90000000000001 40.300000000000004
305 65 19.7 27.200000000000003 46.900000000000006
306 65 13.2 26.8 40.0
307 65 11.500000000000002 27.000000000000007 38.50000000000001
308 65 14.999999999999998 26.000000000000004 41.0
309 65 16.3 25.100000000000005 41.400000000000006
310 66 13.0 21.400000000000002 34.400000000000006
311 66 6.000000000000001 13.300000000000002 19.300000000000004
312 66 9.299999999999999 15.600000000000001 24.9
313 66 7.299999999999999 11.8 19.1
314 66 7.4 17.499999999999996 24.9
315 67 18.699999999999996 24.099999999999998 42.8
316 67 17.8 27.50000000000001 45.30000000000001
317 67 9.5 23.1 32.6
318 67 12.600000000000001 25.10000000000001 37.70000000000001
319 67 10.3 26.300000000000008 36.60000000000001
320 68 4.6000000000000005 13.899999999999999 18.5
321 68 1.2999999999999998 11.2 12.5
322 68 6.800000000000001 18.8 25.6
323 69 11.2 21.1 32.3
324 69 13.700000000000001 26.200000000000003 39.900000000000006
325 69 11.4 18.400000000000002 29.800000000000004
326 69 10.299999999999999 19.8 30.1
327 69 8.799999999999999 17.799999999999997 26.599999999999994
328 70 4.6000000000000005 10.899999999999997 15.499999999999996
329 70 2.5 6.1 8.6
330 70 4.500000000000001 9.500000000000002 14.000000000000004
331 71 11.2 24.300000000000004 35.5
332 71 7.4 22.900000000000006 30.300000000000004
333 71 7.800000000000001 21.300000000000008 29.10000000000001
334 71 10.200000000000001 19.700000000000003 29.900000000000006
335 71 8.200000000000001 19.4 27.6
336 72 2.5000000000000004 16.799999999999997 19.299999999999997
337 72 5.1000000000000005 18.599999999999994 23.699999999999996
338 72 7.000000000000001 21.2 28.2
339 72 8.0 14.999999999999998 23.0
340 72 7.200000000000001 18.9 26.1
341 73 6.7 17.799999999999994 24.499999999999993
342 73 6.0 19.799999999999997 25.799999999999997
343 73 6.3 16.9 23.2
344 73 3.7 13.1 16.8
345 73 4.1 16.599999999999998 20.699999999999996
346 74 5.000000000000001 11.000000000000002 16.000000000000004
347 74 6.0 10.999999999999996 16.999999999999996
348 74 6.4 11.0 17.4
349 74 5.9 14.200000000000001 20.1
350 74 5.800000000000001 10.699999999999998 16.5
351 75 16.0 29.000000000000004 45.0
352 75 17.4 26.40000000000001 43.80000000000001
353 75 12.299999999999997 25.000000000000007 37.300000000000004
354 75 9.5 24.2 33.7
355 75 10.700000000000001 23.0 33.7
356 76 7.000000000000001 15.999999999999998 23.0
357 76 4.200000000000001 8.8 13.000000000000002
358 76 2.3000000000000003 0.7 3.0
359 76 4.3999999999999995 18.8 23.2
360 76 2.0999999999999996 5.000000000000001 7.1000000000000005
361 77 1.6 5.8999999999999995 7.5
362 77 6.6 6.0 12.6
363 77 8.1 3.3 11.399999999999999
364 77 2.5000000000000004 2.6 5.1000000000000005
365 77 1.8000000000000003 2.1 3.9000000000000004
366 78 8.000000000000002 23.400000000000006 31.400000000000006
367 78 9.999999999999998 18.000000000000004 28.0
368 78 6.6 16.499999999999993 23.099999999999994
369 78 10.6 20.399999999999995 30.999999999999993
370 78 12.4 21.1 33.5
371 79 13.299999999999997 29.200000000000003 42.5
372 79 14.399999999999999 29.100000000000005 43.5
373 79 14.6 28.400000000000002 43.0
374 79 13.999999999999998 28.00000000000001 42.00000000000001
375 79 15.2 25.4 40.599999999999994
376 80 12.7 14.7 27.4
377 80 11.899999999999999 19.400000000000002 31.3
378 80 18.600000000000005 26.500000000000004 45.10000000000001
379 80 13.900000000000002 19.6 33.5
380 80 12.2 19.099999999999998 31.299999999999997
381 81 16.099999999999998 27.800000000000008 43.900000000000006
382 81 13.200000000000001 20.499999999999996 33.699999999999996
383 81 17.4 26.4 43.8
384 81 10.3 27.900000000000002 38.2
385 81 10.499999999999998 27.300000000000008 37.800000000000004
386 82 3.5000000000000004 8.699999999999998 12.199999999999998
387 82 0.0 0.0 0.0
388 82 1.7000000000000002 1.6 3.3000000000000003
389 82 3.7000000000000006 2.5999999999999996 6.300000000000001
390 82 6.500000000000001 2.6 9.100000000000001
391 83 13.100000000000001 27.70000000000001 40.80000000000001
392 83 16.3 24.6 40.900000000000006
393 83 10.299999999999999 23.000000000000004 33.300000000000004
394 83 16.1 20.199999999999996 36.3
395 83 10.899999999999999 15.2 26.099999999999998
396 84 0.8999999999999999 9.100000000000001 10.000000000000002
397 84 1.4 12.299999999999999 13.7
398 84 1.2 12.099999999999996 13.299999999999995
399 84 2.2 8.7 10.899999999999999
400 84 1.2 11.300000000000002 12.500000000000002
